MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1,30,1.97,1.1,30,1.97,1.85,30,2,0.6,1,0.1281979,9,30,2,10,30,2,8,30,2,6.779718,0.1,0.297027,10,54,421.3691,71.64546,477.8834,236.3162,99.32714,576.9239,543.6108,890863.5,159346800,190003700,835839.3,4464635,202802600,820350300,0.001364624,0.0007204082,0.0008292175,0.001491001,0.001851886,0.002341988,2.540294e-06,47.5515952198162,0.0206131387006923,99.4248772673131,0.0158039359207753,47.3673297198513,10,131.176509861636,100,-149.7535974,99.4275926851694,48233.74,5.98922812852903e-06,0.000262939235472372,50.72207,10,2.35702547945943e-06,0.000187591012557997,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
1.35,30,2,0.5,14,1.92,1.85,1,0.12,0.9,30,1.99,6.7,30,2,10,30,2,4.95,30,2,7.203255,0.1,0.31,10,52,863.8255,158.1031,240.9798,10.73077,277.5785,246.0542,314.281,5297395,126150000,819344800,837265.9,27586000,273506600,287209100,0.00181568,0.002852523,0.0003795629,0.001737938,0.003232375,1.059755e-06,0.00111794,105.203317776237,0.018699834943894,343.860044882301,2.08061089174673e-06,97.8731352974649,10,127.143095349295,100,-139.860864,107.704094936009,183884,6.60202565925688e-06,0.000188840093932781,26.20188,10,3.71323778523835e-07,9.48088674768144e-06,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.4,1,0.4314484,0.35,3,1.63,0.35,1,0.7063289,0.2,1,0.2370658,4.4,30,2,7.45,30,2,5.8,30,2,1.30258,0.09708309,1.839568,0,39,626.4986,22.95108,48.08151,418.5598,359.8392,40.99398,88.35559,12715120,2305999000,1907147000,11978040,10130090,9041327000,6417898000,0.02806584,8.940353e-05,0.0001388329,0.02408459,0.04775105,0.0001092849,2.156546e-05,27.978974849081,0.120548266651136,103.912075440906,244.541700234481,25.8025303559785,1000,86.3913142835087,0.654593533654785,1.92999261897087,46.6081537013412,861995.6,0.000102412745992224,0.000411754612565935,3.31949,2.86829194017793e-07,9.60494763933339e-06,0.00253857470096358,"Leung_NMCF_Pin_3",40,0.9,0.3,10,1
0.95,1,0.12,0.7637229,28,1.94,1.4,30,1.97,0.5,30,2,8.65,30,2,10,30,2,9.854892,30,2,10,0.1,0.31,12,30,767.2975,75.01975,459.7053,32.82659,580.7947,304.3236,381.3906,1075246,597806700,690625900,845346.6,2085790,576254200,652165100,0.001344018,2.317732e-06,0.001330405,0.00140004,0.002312396,0.002370338,0.002515119,93.5608676431551,0.710678485792655,3.02020231642802,91926.6429698338,14.4557030565015,27966.8311841695,143.936883625873,0.0163091087020384,-31.734428,79.0382758657424,118851.9,0.000485830833062463,0.000389556127175783,31.26745,7.92801341569643e-06,0.000799609824418274,0.00957222847402461,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.75,1,0.12,0.65,30,1.99,1.2,30,1.97,0.6,30,1.096144,6.889199,30,2,10,30,2,10,30,2,9.53,0.1,0.31,14,42,838.7812,101.078,287.6142,10.42677,758.3822,211.8787,381.4315,1998140,905019600,1034356000,845402.7,1487670,815667500,428762000,0.001455535,4.138804e-06,0.002110338,0.001134737,0.001491287,0.00297217,0.001617077,93.6097174923146,0.447259640814604,3.68430505872051,32.4659630719469,32.0729438869581,17825.584199751,139.07969551304,0.0195833661103011,-20.7324425,98.3445942767688,146838.4,0.000492038450723724,0.000361791039888151,35.5864,1.00357040804821e-05,1.9860646021346e-05,0.00122709556702649,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.75,1,0.12,0.7,30,2,1.25,12,1.98,0.6664138,30,1.99,5.3,30,2.03636,9.432448,30,2,10,30,2,9.53,0.1,0.31,15,63,705.0127,69.63324,361.4254,12.02104,707.7273,173.1702,335.6169,1143541,865063100,246472100,1343710,1481332,1062919000,525186300,0.001817142,3.364301e-06,0.001929585,0.001240117,0.002111236,0.002351312,0.003652855,87.6632247609761,0.448846305730456,4.46515441395519,2.98564085349442,39.0089725802924,15893.7564710225,135.610869356848,0.0257356484001174,-18.329146,66.903513129016,158112.2,0.000437163486000641,0.00030819164805891,36.66857,1.27039555216367e-05,3.97619627716395e-06,0.000463990877946685,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.7806461,1,0.12,0.7,30,2,1.3,30,3.032359,0.7774154,30,1.98,5.1,30,2,10,30,2,10,30,2,9.53,0.1,0.31,14,43,691.0355,234.4941,665.4672,64.02639,991.9921,301.3776,66.86999,1032938,831071300,1046598000,845476.4,1193782,620892900,522732200,0.001817152,3.79765e-06,0.001638566,0.00172295,0.001856229,0.002816754,0.002016006,86.2608965806927,0.456178970598679,4.18070431095297,78.1797475925275,29.4181974700025,17754.0696117817,136.33701855348,0.019967745193054,-21.514944,98.8761350387558,162709.2,0.000480482570913434,0.000348292902412547,35.22048,9.99624860517235e-06,2.8427151800739e-05,0.0016693512080827,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.5,1,0.1956088,0.5418757,30,1.97,1.1,30,1.98,0.75,30,2,8.8,30,2,9.5,30,2,7.45,30,2,9.53,2.468454,0.31,12,47,571.9615,85.69766,193.4361,8.314665,284.2102,178.5009,227.0907,896282.5,1144855000,704731000,1142191,1387858,654487900,342139200,0.001556202,5.2567e-06,0.001265568,0.00110442,0.000722255,0.001831634,0.00129386,100.242011208433,0.836889009828536,5.77350159528616,0.00395797734734922,74.2808754646479,17615.3237947381,149.538553772163,0.0228035734147917,-50.141608,117.177168862149,121524,0.000259858990516471,0.000122841577002668,22.20836,1.1067206450617e-05,1.80041378662399e-06,7.31052279202005e-05,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.5,1,0.1956088,0.7,30,1.97,1.1,30,1.98,0.75,30,2,8.8,30,2,9.5,30,2,7.45,30,2,9.53,2.468454,0.31,11,23,610.3616,94.49136,225.0424,9.114667,324.2415,212.248,264.6907,896282.9,1145147000,622127300,1378458,1244806,680883100,423132800,0.00145407,4.4287e-06,0.001188938,0.001378752,0.000896893,0.001855124,0.001613756,100.211786736003,1.93767488867552,8.11187332276478,0.00316422190489027,74.2417110012886,32048.549126963,149.569797119606,0.0200542612401669,-43.906742,117.244879544067,134167.9,0.000204193749243109,0.000126978180117415,25.04239,6.61330442527919e-06,1.80647997414685e-06,7.53126391878078e-05,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
0.75,1,1.330223,0.6,28,1.93,1.15,11,1.9,0.7,2,1.54,7.65,30,1.99,9.85,30,2,7.45,30,1.99,10,0.1,3.72,10,27,735.1017,220.447,233.0423,69.8289,562.9514,170.1055,125.4034,3058218,634998800,910930400,1416948,7522779,826820500,544461700,0.0001722172,2.649097e-05,0.001215762,0.001467541,0.0003173831,0.000914221,4.451025e-05,23.5183037667801,10.0533977862766,6.10256057959058,19176.0997326118,16.0815643699884,612920.542732434,140.502094885628,0.153607345417854,-70.9766785458018,31.4659511843625,372051.8,0.000752672921286034,7.32371688975036e-05,34.13841,6.9695261131345e-07,3.2348466487136e-05,0.00371604313338469,"Leung_NMCF_Pin_3",40,0.9,0.3,10,0
