MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,50,12.9,0.5,50,5,0.5,4,4.14,0.5,1,1.69,0.5,16,6.25,289,25,54,10,1000,1000,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,0.199,0.00045,0.000576,0.471,24.3192716244075,1.60104699834671,0.710460499314947,26885829.7034867,20.1544893313438,2271129745.94034,25.3130401176943,0.0788311537868678,-196.50640012158,24.4607764328316,1007808000,0.0322392691709291,0.00111857515115584,18.51664,2.59280956174955e-10,0.000894757130656735,0.015209047364237,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,4.05,0.5,50,0.5,0.5,4,4.16,0.5,1,6.89,0.5,26,5,163,43,46,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.311,17.47594273096,6.86999899827476,3.29050446033149,19036429.2579595,18.4541684190983,2049698638.27151,14.6553744407982,0.0714208262251155,-37.0091537510984,24.7168790652996,981738500,0.00678079574282536,0.000970921838244569,43.73156,2.59816560667993e-10,0.000767460778993195,0.030004038953122,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,1.62,0.5,50,0.5,0.5,3,4.16,0.5,1,6.89,0.5,24,5,163,37,28,738,10,878,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.186,0.278,0.00142,0.000557,0.471,24.1910453984239,10.3754864303734,3.58625513900527,1926162.96929097,25.6516998107612,2857012415.85306,12.0361954121724,0.0441856641687045,-43.7026744,25.9381718032163,987517600,0.00625822228153211,0.00103400438364421,40.50962,2.57250223498068e-10,0.000406786697001156,0.0238289898550279,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,1.62,0.5,50,0.5,0.5,3,4.16,0.5,1,6.89,0.5,24,5,163,38,38,738,10,878,224,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.186,0.278,0.00136,0.000557,0.471,24.1910453984239,10.3754863010646,3.58625513900527,1926162.96929097,25.6516998107612,2857012380.24635,12.0361954121724,0.0449019446382839,-43.7026744,25.9381718032163,987517600,0.00625822228153211,0.00103400438364421,40.50962,2.57250226942104e-10,0.000406786697001156,0.0238289898550279,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,4.05,0.5,50,0.5,0.5,4,4.16,0.5,1,6.89,0.5,24,5.12,163,41,42,1000,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.209,19.1122626380667,7.37984000566036,3.81528564590442,6813095.9337599,21.5768664545122,2089119808.58619,14.5334097857316,0.0708165530415288,-38.622628,26.1583458347314,1080049000,0.00643374322658333,0.00102596119923252,40.04279,2.58774007844984e-10,0.000657614069925325,0.024009437157241,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,40,7,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.471,19.6521536195163,9.45313746716302,3.80499990575074,5596556.57055357,22.5190770980353,2929404395.89368,11.0467189699023,0.045919797116123,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110462145e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,43,25,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00158,0.000557,0.405,19.6521536195163,9.45313747277049,3.80499990575074,5596556.57055357,22.5190770980353,2929404397.63136,11.0467189699023,0.0474293565044862,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110442028e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,45,57,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.471,19.6521536195163,9.45313745148409,3.80499990575074,5596556.57055357,22.5190770980353,2929404391.03498,11.0467189699023,0.0480286469011704,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110522073e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,4.05,0.5,50,0.5,0.5,4,4.16,0.5,1,6.89,0.5,24,5,163,37,8,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.311,19.6617555786919,7.66144954054893,4.11341107984833,4754860.77511133,22.6698227720899,2126419962.82839,14.4837840359486,0.0719606164480832,-37.615644,26.6809483071242,1141669000,0.00630790898930273,0.00104947460031076,38.65191,2.56185294926081e-10,0.00061416407114222,0.0223547337711829,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,3,4.16,0.5,1,6.89,0.5,24,5,163,27,0,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.186,0.278,0.00142,0.000557,0.471,24.580221935178,12.0553314101635,3.5568467940852,871866.405840466,26.1414760998075,3298821372.65484,10.8106429041015,0.0393633244086122,-43.9708478,26.8936995980135,973295700,0.00621909182452461,0.000992363766420419,40.81438,2.36304363978945e-10,0.000274506012740264,0.0191785390107819,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,5,0.5,1,4.29,0.5,2,4.67,0.5,2,3.19,0.5,29,0.5,281,18,48,269,17,10,457,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.367,4.71238898038469e-06,0.0012,0.000494,0.471,7.2546295353659,29.1139150514173,5.9607198918748,19211748733.0571,7.68362826601059,2804051357.92288,12.3393678930487,0.234020551120437,-211.143097415778,19.057514222979,574095400,0.00218893404889873,0.00158448662687052,31.56019,3.86581290223085e-10,0.00140265312773302,0.427113264359383,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,15,5,0.5,1,4.29,0.5,2,5.97,0.5,2,3.19,0.5,29,0.5,281,22,20,269,17,10,457,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.363,4.71238898038469e-06,0.0012,0.000494,0.471,7.28079993720625,30.0830013951544,8.83413699715245,6074124223.55642,8.90612316125267,2894536465.9991,8.20731381147328,0.234641893680949,-170.40551345946,20.3006530757223,850006000,0.00218678046175253,0.00129134208352494,35.45458,3.50475136468075e-10,0.00118731452162341,0.366098538373174,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.972,0.5,1,8.11,0.5,2,5.66,0.5,1,3.3,0.5,13,0.5,300,43,36,10,202,10,623,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.381,4.71238898038469e-06,0.000262,4.71238898038469e-06,0.363,18.0122580057763,44.7054535286093,13.4418006992669,1045271.9286835,20.7580235240767,4624385777.85903,7.09083916049433,0.118921628429502,-36.047748,22.1285099149366,1390436000,0.00235093637294753,0.00105975630373362,31.90158,1.80684803131056e-10,0.000223822000474925,0.0191393763511689,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,6,10.3,0.5,1,5.18,0.5,3,12.8,0.5,2,4.63,0.5,19,0.581,279,64,48,231,89,10,10,536,15000000000,15000000000,15000000000,15000000000,15000000000,0.398,4.71238898038469e-06,4.71238898038469e-06,4.71238898038469e-06,0.0976,22.2379496718828,27.9290227055437,17.6335576755805,483402.289247632,19.7250595090005,2298954854.7571,9.44772459378447,0.077522318860492,-19.317628,26.859343630227,1451492000,0.00187077702369375,0.000734451577848461,37.6745,2.5661537380102e-10,0.000262017438875299,0.028403871927084,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,3,20,0.5,1,6.27,0.5,3,18.3,0.5,2,5.09,0.5,27,0.5,281,50,45,269,10,10,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,4.71238898038469e-06,0.000262,4.71238898038469e-06,0.363,21.0867982903482,20.7732002082074,16.9111398204668,441185.705518838,19.7762062478002,1925174898.79138,10.397114984456,0.0733613512590885,-28.945928,27.8523916433781,1567255000,0.00210627031627243,0.000707366317264517,31.84276,3.07922924217091e-10,0.000245841594114306,0.025731769295003,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,1,8.97,0.5,1,10.7,0.5,2,5.83,0.5,2,3.94,0.5,36,0.559,300,30,31,269,10,10,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.367,4.71238898038469e-06,0.000166,0.00278,0.363,25.9445328825297,56.1793816606712,10.1746260833596,15634.4136056421,38.5161093919636,6513740375.46863,6.69230901856751,0.0453812574959801,-68.01105025,26.578432468636,1179701000,0.00263512252381303,0.00130480543831707,28.73948,1.27506271993973e-10,3.29051606480502e-05,0.013392209591115,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,37,0.5,0.5,1,10.7,0.5,2,4.06,0.5,1,4.7,0.5,18,0.5,281,36,39,168,507,783,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,0.314,0.000262,4.71238898038469e-06,0.123,29.7191976972373,56.3909419239785,12.556015946957,1801.50055667394,37.7011116857483,5127994242.82373,6.10491605183888,0.0472747493352456,-48.1426,27.2936834216124,1141800000,0.00206673837542306,0.00128354871877701,33.863,1.38126918010951e-10,1.39435165704105e-05,0.00615638834780485,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,1,10.7,0.5,2,4.67,0.5,2,5.85,0.5,36,0.5,99.7,30,25,269,17,719,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.127,0.314,0.00155,4.71238898038469e-06,0.123,35.4439107289478,61.6452581148122,22.2180504026339,320.694658572938,33.4718079442521,2808448707.78075,7.29657453878188,0.0351830284180577,-64.681562,32.1995889618371,1012215000,0.00103541426663202,0.00139020527560038,30.23284,2.61173700957983e-10,1.05384300309552e-05,0.00392610015690709,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
