MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_24_1_L_gm4_NMOS,MOSFET_24_1_M_gm4_NMOS,MOSFET_24_1_W_gm4_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av11,av12,av17,av18,av22,av24,av25,av9,ft0,ft11,ft12,ft17,ft18,ft22,ft24,ft25,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm24,gm25,gm9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
5.35,30,2,9.219401,1,1.97,0.15,6,1.86,7,30,1.149907,9.213274,16,1.99,7.61987,30,2.761285,0.5,30,2.008102,0.9,3,1.564927,0.4405078,1,1.847037,3.19855,0.1633401,3.129026,17,45,519.9935,577.5573,22.07597,374.5357,8.949092,135.8202,43.20004,8.136862,203.9001,8830034,8851129,9373401000,9985468,8296852,8162757,2312668000,201813300,1495560000,0.003197296,7.812845e-06,0.0007418763,0.0008237865,1.147629e-05,1.204758e-05,0.001870134,8.772482e-05,3.823028e-05,42.9365040660711,3.75023092069415,44.8221791423856,1.12665325568022,42.2312989739611,82488.342995843,106.259890849171,0.0645398713420505,-6.17644372737088,57.1034267712904,985887.9,0.000271549839575866,0.000135404635886149,49.68041,3.33119570325731e-07,1.88462862484057e-06,0.000692311828289716,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,0
1.063156,30,2,1.35,30,1.771838,0.25,30,1.999714,4.84857,30,2,2.25,30,2,1.75,30,2,0.1490842,30,2,0.8,30,1.96,0.05,1,1.863346,2.495978,0.05013052,116.2468,14,28,335.3437,167.8247,115.5663,49.68219,117.7996,219.5585,188.0046,26.7065,94.3381,305396700,213847400,5341642000,85971180,110693500,316072000,9125802000,2559605000,55873470000,0.1063214,0.0009675941,0.004894183,0.03155299,0.1070136,0.04724462,0.0700715,0.004675911,0.0004550491,32.8425984208215,7.57583416512078,68.1885849263195,57252.848714305,13.7745037247587,1180405.89576269,81.347127416277,0.0955555679112788,-47.1499534778093,53.0541881195095,10624600,0.0019236049754706,0.000574400310280628,61.35683,1.616660219434e-08,3.74179651069487e-05,0.0104008528162869,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,1
5.35,30,1.99,3.55,12,1.863992,0.15,6,1.99,7,30,2,7,6,1.929938,1.85,1,0.2916884,0.5,30,0.8385145,0.04,2,1.22,0.4,1,1.049325,3.718091,0.147428,4.328935,14,8,555.9959,247.5547,72.36653,470.1034,9.017769,198.1053,57.61084,41.64464,491.4572,9008439,12980560,7782807000,8460160,8962380,394463100,1697396000,23544940000,1843786000,0.000613601,3.774407e-05,0.0005267833,0.001856531,6.448889e-05,1.068441e-05,0.001439389,0.0003902522,3.194325e-05,73.0493016704183,7.21937183411834,87.0165814586538,4.44891871216813,48.5813460716997,77100.5192073028,101.822900404477,0.0523069367044429,-6.9984585,72.4334111205085,929308.5,0.000131847795582453,0.000398085865095631,48.95522,2.03855825524631e-07,8.63564470132089e-05,0.000250091609523106,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,0
4.27077,30,2,6.594718,8,2.099821,0.1191369,7,1.8,6.267917,3,1.43,11.785,1,1.360917,5.55,29,1.110198,0.571157,1,0.12,1.684702,4,1.770043,0.4,1,0.9133486,2.318339,0.27203,2.492857,16,12,471.4722,707.7502,25.82011,214.746,9.312494,434.322,22.45272,12.07028,72.88493,9142077,9303419,9125536000,12368260,9427807,9550461,2970375000,517534100,2428373000,0.002417093,3.117598e-05,0.0008736457,0.003698672,1.815488e-05,0.0009077535,6.907606e-06,0.000318167,1.943127e-05,41.8700452589547,3.16784277871312,103.527587413779,3.65511773110532,30.794615221207,39077.3666136617,75.1914803284093,0.0838782245689463,220,63.582127071011,1277079,0.000152291846079559,0.00024997274795836,52.72953,2.43382991642479e-07,2.29308168354342e-06,0.00127206098329941,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,0
5.35,30,1.99,3.55,12,1.863992,0.15,3,1.99,7,30,2,7,6,1.929938,1.85,1,0.2916884,0.3959871,30,0.8385145,0.04,2,1.22,0.4,1,1.049325,3.718091,0.147428,4.328935,18,57,502.3959,171.6213,53.86573,461.1878,9.017768,144.9076,20.01901,28.08437,329.0563,9008439,14494070,8699529000,8460080,8962380,478149500,1118454000,19004360000,1837012000,0.0004146794,4.561927e-05,0.0005548748,0.001223919,6.32076e-05,1.366768e-05,0.0009428878,0.0004783863,3.36358e-05,75.9846310910661,9.31283776851206,129.535584380213,24.9550612334355,47.905351299675,69628.8912685916,101.805653364805,0.0625134516977436,-3.1191831,67.9891477113815,968493.1,9.23044041950377e-05,0.000475900011720486,47.3069,2.3760860543402e-07,0.000498213771000011,0.000274923460270582,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,0
4.3,30,2,0.35,1,0.5981629,0.15,3,1.84,4.562827,30,2,5.171362,17,1.91,2.65,1,0.6296776,0.4,30,1.98,0.3789287,3,1.267616,0.35,1,2.14142,3.19855,0.1549738,3.863303,17,14,602.6827,82.16736,142.814,268.5595,211.4196,123.6852,20.80036,17.50181,199.4602,9502851,4217814000,11004550000,8972105,8814457,228981000,1095450000,6802594000,2439184000,0.002852372,2.535964e-05,0.000764703,0.003184963,8.618282e-05,1.913806e-05,0.0006470977,0.0005639515,3.506862e-05,41.5714211373625,7.76189323716708,166.695080717252,0.685454294943308,36.599403316911,83977.4093174034,94.0151491926909,0.0683643963279266,343,96.4863319612188,1803506,0.00013357026540337,0.000283260696029968,47.65594,1.80148380740191e-07,2.6318738668854e-06,0.000796902989914916,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,0
1,30,2,0.05,11,1.82,0.25,30,1.99,2.45,7,1.73,2.3,30,2,1.6,30,2,0.2,30,1.99,0.5,30,1.98,0.05,2,1.85,3.254628,0.1658081,272.7559,10,30,221.0455,148.312,158.6277,248.2731,142.6539,126.665,100.6024,180.3247,92.2521,325161300,45494470000,3287660000,144907200,144641500,347375000,25459170000,3427732000,60700150000,0.004819319,0.00201639,0.003958834,0.0003173239,0.02817715,0.01037898,0.05688741,0.004144272,0.0005741153,6.59105644020524,57.1744063610857,20.4375387572777,815358120.192659,1.93854768879813,12225290.234915,75.0231791708403,0.200572102275117,-193.682674792196,64.3735979188488,4370047,0.00263980894038194,0.000269294528910451,76.3096,0.288000019025728,0.000114302267147853,0.0567642862670219,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,1
1,30,2,1.45,30,1.95497,0.2,30,1.97,2.675758,30,2,2.15,30,1.340386,2.1,30,2,0.35,30,2,2.1,30,1.99,0.05,1,0.8081672,2.624402,0.1140545,116.2468,12,35,239.5536,244.2555,380.3793,170.3535,211.4028,198.0136,328.0043,14.60114,140.817,307978600,149789600,6612194000,97652920,147672700,187246200,4541134000,1344084000,83425500000,0.1882791,0.0007210397,0.004311361,0.04847431,0.2189953,0.07276239,0.06301947,0.004410459,0.0002139779,7.88048187900587,51.4279504727212,31.9619050636604,967189405.499496,4.72343673825729,8653567.60188733,75.4088441710918,0.0393108122213703,-138.631531967087,36.7132534861713,5378097,0.00207735612526894,0.00033475814819912,67.68039,2.0060241183463e-08,0.000405822944341492,0.0593710363585347,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,1
1.2,30,2,2.820473,30,1.99,0.2028403,30,1.97,3.95,30,2,2.3,30,2,0.04,30,2,0.2,30,2,0.8,23,1.96,0.05,1,0.7245967,2.495978,0.5757433,116.2468,12,61,469.457,405.5992,234.1443,17.978,280.2038,295.1507,331.2052,22.58839,216.819,334626600,124514200,5785969000,130225600,126994900,1456925000,12100610000,3217239000,71438430000,0.2579712,0.001765776,0.004496671,0.074408,0.2584984,0.133768,0.1701107,0.007094278,0.0001903723,10.5831791298603,58.1703077612442,29.605370444776,1728081881.80859,1.58926891511779,7838754.17704731,82.337179057823,0.0499798146669149,-189.396514729101,40.5795541041759,3989479,0.00166364502185058,0.00041763281805176,68.13594,1.94427032789951e-08,0.000214075486219794,0.043241603530026,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,1
1.15,30,2,0.05,3,1.89,0.4,30,1.99,1.05,30,2,2.55,1,1.031006,2.05,30,2,0.15,30,2,0.55,30,2,0.2,2,1.58,3.395305,0.4720519,261.8827,10,47,192.9336,262.1783,692.9485,60.80274,350.4804,537.5709,233.6216,410.296,327.6331,264578200,90850950000,4429212000,83409260,123176800,229755700,28588930000,4420326000,8837291000,0.1435205,0.001794363,0.005202211,0.2706798,2.647519e-05,0.1371848,0.1070286,0.005531806,0.0002895257,6.69735210168308,12.5184140650833,68.7871334676815,33122815522.8598,1.16229235684761,1880175.26335476,74.4068721369203,0.525933584945621,-229.427344325405,34.6484703203611,10331330,0.00185423170759897,0.000427448488660919,70.07753,0.00113758114090888,0.000328936819223268,0.118825660120996,"Leung_DFCFC1_Pin_3",40,0.9,0.3,10,1
