MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,50,4.93,0.5,50,5,6,41,4.93,1,1,0.5,10,50,5,10,50,5,10,50,5,5.71,3.27,14.1,10,7,968,497,999,399,136,319,435,1480000,1000000000,976000000,1500000,2150000,235000000,1000000000,0.00302,0.00185,0.00604,0.005,0.0046,0.00316,6.28318530717959e-08,44.5001770774041,0.0161405796636069,3.79770407658635,28.7001739950906,44.2389670300787,1000,231.821590884024,0.505072489281006,-0.994266069677382,143.212586078864,235289.2,0.000281616561498311,0.000367086896994519,67.56842,1e-07,1.78536711694499e-05,0.00239820729447504,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,4.98,10,50,5,0.5,50,4.98,0.5,1,0.5,10,50,5,10,50,4.97,10,50,5,2.63,9.58,275,7,61,846,119,735,417,600,761,961,13800000,3960000000,10000000,17400000,16400000,8870000000,9720000000,0.0243,0.0156,0.0286,0.00175,0.0217,0.0555,6.28318530717959e-07,4.9851895556552,4.26037760812203,0.671070044923516,1639839276342.68,5.27312188736694,4161960.17523313,241.746127166497,0.442170590027024,-239.109975000735,37.0046636683684,655567.9,0.00444045165396813,0.000934491132018001,59.85893,0.00939000000212632,0.00596662894264317,0.202978785860238,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,5,0.5,50,5,1,50,5,0.5,1,0.5,10,50,5,10,50,5,10,50,5,2.43,5.06,232,5,41,760,1000,189,227,744,488,189,10800000,5110000000,3470000000,25100000,21400000,1720000000,3660000000,0.00897,0.0579,0.053,0.0588,0.00731,0.00778,6.28318530717959e-07,3.00204407377282,7.44977787664357,0.746114872849657,6656643414740.25,2.78832443593344,7456887.29679483,226.179375717593,0.108162844344425,-282.161213300568,50.7807437255377,746826.9,0.00454979233198687,0.0011245670501551,68.28577,7.73103367890556e-08,0.00724021002452607,0.112231823468104,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
10,50,5,0.5,50,4.98,0.5,50,5,10,50,5,10,50,5,3,50,5,10,50,5,10,0.91,149,10,62,483,121,379,1000,1000,329,378,10000000,10000000,8960000000,21100000,12000000,7280000000,10000000,0.0519,0.0202,0.0506,0.00158,0.058,0.0628,0.0628,42.8741003352125,4.40273670237763,1.02247009190138,1058.92796394145,40.6422292162591,16676043.5681817,223.339405390092,0.0789720852377535,-96.409670427793,129.128734115957,3872763,0.0172166093866696,0.000565941295964904,38.23304,3.2293178118457e-08,2.22817831431499e-05,0.00194383224984196,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,5,0.5,50,4.98,0.5,24,4.88,0.5,1,0.5,10,50,5,10,50,5,10,50,5,2.43,5.06,206,9,55,760,1000,189,227,744,10,159,19200000,2420000000,6460000000,17900000,21400000,7340000000,3660000000,0.00897,0.0577,0.0516,0.0588,0.0234,0.00778,6.28318530717959e-07,5.49215744905904,7.88755986309012,1.16962019975185,127097102755.272,5.73225585288591,7009866.83765021,225.75466772583,0.0776849197669022,-147.422841231068,58.2380173639425,1039470,0.00403965632379305,0.000865815786241305,66.44518,8.41354369004316e-08,0.00636045483813965,0.0783238061697731,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,5,0.5,50,4.98,0.5,30,4.97,0.5,1,0.5,10,50,5,10,50,5,3,50,5,2.43,10,206,9,54,760,1000,403,227,1000,488,159,12200000,5110000000,6460000000,14500000,27200000,7340000000,8670000000,0.00897,0.0577,0.0516,0.0393,0.0234,0.00778,6.28318530717959e-07,4.94698676536288,6.65470229732464,1.17067530470704,115367171614.792,5.14409957647823,5899946.92919912,229.914810310254,0.0806736453087409,-146.082288271828,75.6346911466036,1037901,0.00402992341190833,0.000851781332523479,65.70573,8.69336331289772e-08,0.00641044771033401,0.079149693188203,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.96,0.5,50,5.03,2.5,26,4.96,0.5,1,0.5,7.5,50,5,10,50,5,10,50,5,1.99,3.64,159,16,50,10,80,841,99,10,1000,1000,29400000,9770000000,3310000000,22400000,18900000,494000000,8400000000,0.0628,0.0581,0.0238,0.042,0.0628,0.0436,6.28318530717959e-07,25.3410493160108,3.07099679321079,1.9388389829394,1624004.16337768,25.4443290295568,2115441.5158924,210.246807347936,0.290789338033901,273,105.712319347541,1335560,0.00313111471666598,0.000836642031873816,62.52008,0.00369032214239956,0.00045763247752021,0.0290941538792211,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.98,0.5,50,5,10,50,5,0.5,1,0.5,8.77,50,5,10,50,5,10,50,5,1.51,3.64,159,14,39,187,80,380,198,10,404,786,29400000,9770000000,3310000000,13300000,12500000,10000000,10000000000,0.0268,0.0628,0.0534,0.0303,0.016,0.0575,6.28318530717959e-07,20.3915236056051,6.3952379947619,2.467893726382,9088736.61933725,20.5539062690248,4394601.35748334,219.996249968039,0.315875918790467,-12.6181306470974,102.809470519488,1695857,0.00312348981104292,0.000961786218999453,52.73541,0.00607000012506812,0.000851059590993365,0.034382214951455,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.99,0.5,50,5,2.5,38,4.98,0.5,1,0.5,7.82,50,5,10,50,8.07,10,50,5,1.99,3.64,122,14,14,367,677,1000,64,10,1000,720,21400000,8460000000,6840000000,16700000,13500000,494000000,10000000000,0.0479,0.0569,0.0238,0.042,0.016,0.0575,6.28318530717959e-07,29.5353229410539,5.28466923547899,2.56470952130489,330655.546906173,28.8447085112928,2794783.66314275,236.091973603509,0.286842553279842,233,111.557265848143,1356340,0.002403851885357,0.00125960322079689,54.47587,0.00380027201971131,0.000234537222319715,0.019591979791024,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
1,50,5,0.5,50,5,4,50,4.95,1,1,0.5,10,50,5,10,50,5,10,50,5,8.17,10,11.4,13,25,968,497,722,770,370,319,816,1000000,914000000,1000000000,1000000,1900000,1000000,729000000,0.00463,0.00185,0.00628,0.00347,0.00225,0.00628,6.28318530717959e-08,49.5456134001209,8.7011470767613,2.41524243684238,4.27282372566808,49.2720383379577,601785.140831067,252.295719345375,0.0218797224801703,248.5,144.178242855187,167042,0.000314370850147235,0.000319770484702686,69.40148,4.98334309148427e-07,7.14906665004955e-06,0.00120411717625402,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
