MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.507,30,3.15,0.0843,30,2,0.75,3,2.58,2.14,1,1.86,1.14,30,2,9.89,17,54,59,30,15,84,32,440000000,9000000000,470000000,450000000,720000000,0.0023,0.0062,7.1e-05,5.7e-05,0.0042,15.7067252523333,1.18898097097717,9.53014956363114,4610285.25869804,18.2323871430624,10156900.8042803,12.0829756268893,0.232058451257978,45.5,15.0985656392607,81411550,0.00105463283392016,0.000711039471151913,68.96657,3.4357541933009e-09,0.000146563576397776,0.0283034576446711,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,0
0.6,30,2,0.112,30,1.99,0.75,2,1.95,0.687,1,0.992,0.7,30,2,8.66,16,19,99,31,83,220,23,460000000,5500000000,490000000,970000000,1300000000,0.0023,0.002,6e-05,6.2e-05,0.006,29.2115019900969,1.95360482615037,19.8493009999838,161232.840698264,20.8329277444774,13955440.086793,9.92903862415692,0.136340173860647,211,18.4172158324727,141792100,0.000881904986522117,0.0009362455332808,56.41529,2.23666545386744e-09,4.84299578030345e-05,0.0241251606063796,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,0
0.55,30,1.99,0.4,30,1.99,1.05,2,1.41,2.3,1,1.21,0.485,30,1.98,6.2,15,9,57,44,180,42,40,420000000,1800000000,450000000,450000000,1400000000,0.002,0.0037,4.2e-05,3.2e-05,0.013,13.9906121176693,3.86854590256517,4.28212420923353,5344452.56289172,16.7458449238744,65679915.018437,10.9950898131848,0.118512427870273,170,15.9063222176534,72701620,0.00209604117102009,0.000979446395532588,53.15818,4.44610334153593e-09,0.000145973201884776,0.00844712188411628,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,0
0.2,30,2.01,0.0855,30,2,0.2,5,1.76,0.3,3,1.23,0.204,30,2,78.3,28,50,82,37,22,110,19,8500000000,29000000000,9200000000,9800000000,17000000000,0.05,0.048,0.0007,0.00075,0.047,23.1999117508253,8.42517425507048,40.7400806477025,326833.794573604,18.9042928109642,225450516.337359,6.34775550883932,0.128099014739044,175,15.0063100734512,1090170000,0.00330359898039325,0.000804815583484949,48.70445,2.24404268357004e-10,3.32731593543706e-05,0.0211347779486603,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.2,30,2.01,0.079,30,2,0.2,7,1.85,0.3,3,0.791,0.243,30,2,78.3,27,30,59,9.8,12,73,10,8500000000,46000000000,9000000000,10000000000,13000000000,0.053,0.07,0.00071,0.00059,0.016,22.8688899920482,7.39620587566275,42.2131551051926,307526.921055049,19.3146520592395,239706414.40306,6.53634454416228,0.153056872939623,165,15.1410693846481,1368102000,0.00400115748421527,0.000730935727733111,46.64697,2.39402138179035e-10,4.06866580316326e-05,0.017102616750139,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.2,30,2.01,0.0855,30,2,0.2,5,1.85,0.3,3,1.23,0.204,30,2,78.3,27,27,96,12,19,130,21,8500000000,28000000000,9200000000,9800000000,17000000000,0.062,0.067,0.00074,0.0007,0.055,23.2111430026327,8.18336822520691,41.9783302343526,298778.392378142,19.0401808007903,219808009.455257,6.36191794980099,0.127548805856513,237,15.1617128953199,1127552000,0.00331609070299246,0.000802110085235934,48.18228,1.99040609910653e-10,3.26848404208283e-05,0.0207253774175661,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.2,30,2.01,0.079,30,2,0.2,8,1.85,0.3,3,0.791,0.243,30,2,78.3,28,55,52,9.8,12,63,10,8500000000,44000000000,8900000000,10000000000,14000000000,0.043,0.059,0.00071,0.00056,0.0026,22.9933132449617,9.43989152693781,43.861455260373,271640.314834743,19.5697640388518,308537976.541734,6.59270809303734,0.157803314220664,102,15.4273688259077,1433589000,0.00403512138951295,0.000723284423408729,46.7039,2.32046069909024e-10,4.17079904320825e-05,0.016286943124103,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.263,30,2.02,0.1,30,2,0.2,5,1.85,0.311,3,1.23,0.204,30,2,85,28,54,54,13,14,81,17,8300000000,26000000000,9200000000,9800000000,22000000000,0.064,0.036,0.00049,0.00061,0.032,23.6317472062709,9.62829252002339,38.5316161741303,151918.029314285,19.7152192367518,292488660.951672,6.79507027189565,0.120030881261189,130,15.5366377681941,1170515000,0.00375037538104563,0.00079430486134235,45.05824,1.93278746125895e-10,2.44448707326919e-05,0.0149594994990919,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.231,30,2.02,0.1,30,2,0.2,5,1.85,0.321,3,1.23,0.204,30,2,85,26,19,60,13,13,94,18,8400000000,26000000000,9200000000,9700000000,23000000000,0.08,0.042,0.0005,0.00063,0.036,23.4470067125313,9.66639949244636,37.9797140271669,144478.134652405,19.7339000242092,300206829.350311,6.65639391863192,0.122635432053132,213,15.4677265922179,1179526000,0.00383416509463442,0.000786225959084808,45.44578,1.94394001286863e-10,2.32175358401299e-05,0.0145256374480583,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
0.2,30,2.01,0.0609,30,2,0.2,9,1.85,0.3,3,0.948,0.204,30,2,58.9,27,24,68,10,20,150,21,8400000000,42000000000,8700000000,9800000000,18000000000,0.017,0.066,0.00075,0.00061,0.042,23.0604240047445,9.06122802465159,57.8486814652571,454961.971878024,18.9944160882826,241111381.084929,6.32253113871336,0.161005510311587,251,15.48330016252,1539303000,0.00328507759544252,0.00073267027786712,51.18166,2.04549412609971e-10,5.2393152148017e-05,0.0260424566738784,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.1,1
